id,Job Title,Tokenized_Description
10,Physiotherapist,- perform any other duties as maybe assigned from time to time by the respective supervisor qualifications experience - diploma or bachelor degree in physiotherapist - accredited by ahpc - min - years of relevant experience additional information
11,Physiotherapist,the role to provide the highest quality of physiotherapy to patients of the hospital.
11,Physiotherapist,key accountabilities - assist the hod / chief physiotherapist in managing the physiotherapy services.
11,Physiotherapist,- evaluate patient as a basis for planning and implementing an appropriate treatment programme.
11,Physiotherapist,- administer therapeutic interventions to alleviate impairment of functional limitations and to maximize optimal recovery.
11,Physiotherapist,- provide patient and family education.
11,Physiotherapist,- initiate discharge planning and recommend appropriate discharge therapy programme.
11,Physiotherapist,- maintain clear appropriate and accurate documentation of all treatments in a timely manner.
11,Physiotherapist,- ensure a thorough and smooth handover of patients where applicable.
11,Physiotherapist,- ensure that the referring sources are updated appropriately of the patient's progress in a timely manner.
11,Physiotherapist,- participate in the call back service if needed.
11,Physiotherapist,- build and maintain good referral relationship with physicians and other referral sources.
11,Physiotherapist,- treat all information regarding patients as strict confidential.
11,Physiotherapist,- activate cross referral to other rehab disciplines when appropriate in consultation with the referring physician.
11,Physiotherapist,- perform any other duties as maybe assigned from time to time by the respective supervisor qualifications experience - diploma or bachelor degree in physiotherapist - accredited by ahpc - min - years of relevant experience additional information
12,Physiotherapist,the role to provide the highest quality of physiotherapy to patients of the hospital.
12,Physiotherapist,key accountabilities assist the hod / chief physiotherapist in managing the physiotherapy services.
12,Physiotherapist,evaluate patient as a basis for planning and implementing an appropriate treatment programme.
12,Physiotherapist,administer therapeutic interventions to alleviate impairment of functional limitations and to maximize optimal recovery.
12,Physiotherapist,provide patient and family education.
12,Physiotherapist,initiate discharge planning and recommend appropriate discharge therapy programme.
12,Physiotherapist,maintain clear appropriate and accurate documentation of all treatments in a timely manner.
12,Physiotherapist,ensure a thorough and smooth handover of patients where applicable.
12,Physiotherapist,ensure that the referring sources are updated appropriately of the patient's progress in a timely manner.
12,Physiotherapist,participate in the call back service if needed.
12,Physiotherapist,build and maintain good referral relationship with physicians and other referral sources.
12,Physiotherapist,treat all information regarding patients as strict confidential.
12,Physiotherapist,activate cross referral to other rehab disciplines when appropriate in consultation with the referring physician.
12,Physiotherapist,perform any other duties as maybe assigned from time to time by the respective supervisor.
12,Physiotherapist,qualifications experience diploma or bachelor degree in physiotherapy accredited by ahpc minimum of - years of relevant experience
13,Physiotherapist,job description plan and run physiotherapy rehab services in the senior care centre [in coordination with the centre manager and occupational therapist].
13,Physiotherapist,conduct assessments for clients during admission and periodic reviews.
13,Physiotherapist,institute an appropriate and effective client therapy treatment.
13,Physiotherapist,participate in multidisciplinary case discussions with the care team.
13,Physiotherapist,contribute to formulation and follow-up of clients individual care plan to ensure holistic health and care coverage.
13,Physiotherapist,plan and conduct group therapy programme and activities for day care clients.
13,Physiotherapist,take care of proper documentation of therapy records.
13,Physiotherapist,understand dementia issues and know how to manage clients who display behavioral problems [associate with onset of dementia] take care of other duties which the centre manager may assign from time to time.
13,Physiotherapist,job requirements and qualifications bachelor degree or diploma in physiotherapy.
13,Physiotherapist,qualified and registered with ahpc minimum years of working experience in a hospital or eldercare institution preference is for a candidate with working experience in a community setting.
13,Physiotherapist,possess a passionate disposition to interact and care for seniors.
13,Physiotherapist,interested candidates are invited to apply online with a comprehensive resume via the apply now button below.
13,Physiotherapist,we apologise that we will only respond to shortlisted candidates.
13,Physiotherapist,thank you for applying.
14,Physiotherapist,you will provide physiotherapy assessment and treatment to our patients with musculoskeletal conditions.
14,Physiotherapist,you will develop and implement care plan to assist patients to manage pain/disability regain or maximize their functional abilities.
14,Physiotherapist,you will also educate patients and their caregivers about condition and care implement coping strategy for patients.
14,Physiotherapist,in addition you will provide guidance to junior staff.
14,Physiotherapist,requirements bachelor's degree or diploma in physiotherapy recognised by the singapore allied health professions council ahpc valid practising certificate from ahpc singapore strong interest in musculoskeletal and sports physiotherapy is required good team player and possess strong interpersonal skills
