,Unnamed: 0,job_title,skill,job_desc,Industry,Function,Role,Education,job_desc_clean
39,1196,Hiring Project Admin for one of our Banking domain cilent,"pmo support
PMO
project support
project Admin
project coordinator","• Minimum 5 years of Project Support experience, preferably in Banking/financial
industry.
• Advance knowledge of MS Word, Excel, PowerPoint and SharePoint. Knowledge
of MS Project will be an added advantage.
• Able to organise complex travel arrangements.
• Able to organise/schedule meetings in a timely manner.
• Have the ability to take detailed project meeting minutes for audit trail.
Able to handle high degree stress and meet tight deadlines as required.",(Candidates authorized to work in the above mention countries are also eligible to apply),Banking/ Financial Services,IT,,"• Minimum 5 years Project Support experience, preferably Banking/financial industry. • Advance knowledge MS Word, Excel, PowerPoint SharePoint. Knowledge MS Project added advantage. • Able organise complex travel arrangements. • Able organise/schedule meetings timely manner. • Have ability take detailed project meeting minutes audit trail. Able handle high degree stress meet tight deadlines required."
40,1209,"Associate/Analyst, Marketing Budget Manager, Consumer Banking Group","Associate/Analyst
Marketing Budget Manager
Consumer Banking Group","Business Function
As the leading bank in Asia, DBS Consumer Banking Group is in a unique position to help our customers realise their dreams and ambitions. As a market leader in the consumer banking business, DBS has a full spectrum of products and services, including deposits, investments, insurance, mortgages, credit cards and personal loans, to help our customers realise their dreams and aspirations at every life stage. Our financial solutions are not only the best in the business – they were made just right for you.
Responsibilities
Assist in the daily operations and management of the Marketing Budget to ensure that all Advertising & Promotions (A&P) spends are within the allocated budget.  This role also entails ensuring that all business users are compliant with the established A&P management process.
Perform A&P spend forecasting, monthly A&P accruals and spend variance analysis
Provide A&P spend updates and analysis for multiple stakeholders
Perform A&P budget review to ensure effective spend
Perform monthly cost reconciliation to ensure all expenses are recorded and that overall expense are within budget
Perform proper processing and timely issuance of Purchase Order and Payment Advice to facilitate payment, and ensure that day-to-day transactions are audit compliant
Manage ‘Accounts Payable’ account for A&P spend.  Follow up with vendors on outstanding Purchase Orders, and ensure that there are no long outstanding invoices.
Manage the Integrated Marketing Operation System (IMO) - i.e. user access, budget set up, budget spend/tracking, system fixes and testing etc
Assist in answering budget/ payment/ IMO system related queries from business units and vendors
Requirements
Bachelor Degree with at least 2 years’ working experience managing budget or finance-related role
Meticulous and analytical, with a knack for handling financial data
Good Microsoft Office application skills, especially Excel and PowerPoint
Able to work independently, self-motivated and responsible
Strong team player with good organizational and interpersonal skills
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function As leading bank Asia, DBS Consumer Banking Group unique position help customers realise dreams ambitions. As market leader consumer banking business, DBS full spectrum products services, including deposits, investments, insurance, mortgages, credit cards personal loans, help customers realise dreams aspirations every life stage. Our financial solutions best business – made right you. Responsibilities Assist daily operations management Marketing Budget ensure Advertising & Promotions (A&P) spends within allocated budget. This role also entails ensuring business users compliant established A&P management process. Perform A&P spend forecasting, monthly A&P accruals spend variance analysis Provide A&P spend updates analysis multiple stakeholders Perform A&P budget review ensure effective spend Perform monthly cost reconciliation ensure expenses recorded overall expense within budget Perform proper processing timely issuance Purchase Order Payment Advice facilitate payment, ensure day-to-day transactions audit compliant Manage ‘Accounts Payable’ account A&P spend. Follow vendors outstanding Purchase Orders, ensure long outstanding invoices. Manage Integrated Marketing Operation System (IMO) - i.e. user access, budget set up, budget spend/tracking, system fixes testing etc Assist answering budget/ payment/ IMO system related queries business units vendors Requirements Bachelor Degree least 2 years’ working experience managing budget finance-related role Meticulous analytical, knack handling financial data Good Microsoft Office application skills, especially Excel PowerPoint Able work independently, self-motivated responsible Strong team player good organizational interpersonal skills Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
41,1215,"Vice President, Consumer Brand Marketing Team Lead, Consumer Banking Group","Vice President
Consumer Brand Marketing Team Lead
Consumer Banking Group","Business Function
As the leading bank in Asia, DBS Consumer Banking Group is in a unique position to help our customers realise their dreams and ambitions. As a market leader in the consumer banking business, DBS has a full spectrum of products and services, including deposits, investments, insurance, mortgages, credit cards and personal loans, to help our customers realise their dreams and aspirations at every life stage. Our financial solutions are not only the best in the business – they were made just right for you.
Responsibilities
Dynamic marketer, with strong understanding of how to build a brand in a digital age. Lead a team of young and energetic marketing team for the Consumer Banking Group Native understanding of digital with an emphasis on mobile, social, video and display and have prior experience with brand building
Possess a proven track record of building a brand and strong customer advocacy, to support customer acquisition, usage and engagement. Has deep knowledge in running a 360-campaign, from strategy development to tactical execution of camapigns, events and sponsorships.
Build and manage consumer brand related activities that attracts our key customer segment through a combination of owned, paid and earned media.
Appreciates marketing technology and collaborate with our product team to integrate our campaigns within the end to end consumer experience
Work closely with performance marketing team to drive customer conversions and engagement.
Establish closed-loop analytics with sales to understand the impact of marketing activities
Requirements
Bachelor Degree with 8 years’ experience in building strategic and creative consumer marketing campaigns, preferably with a background in community management or worked at a top innovative brand, advertising or media agency with an emphasis on Content Marketing or Social Media.
Is an effective collaborator in a fast paced environment and able to run multiple campaigns at the same time.
Is a cross-functional leader who is able to engage, listen and collaborate with internal departments/teams to align early on in terms of overall strategy and goals, and to see the cross-functional collaboration through implementation.
Self-motivated and confident with a high degree of initiative required
Excellent team player and exhibit a high level of motivation and drive
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function As leading bank Asia, DBS Consumer Banking Group unique position help customers realise dreams ambitions. As market leader consumer banking business, DBS full spectrum products services, including deposits, investments, insurance, mortgages, credit cards personal loans, help customers realise dreams aspirations every life stage. Our financial solutions best business – made right you. Responsibilities Dynamic marketer, strong understanding build brand digital age. Lead team young energetic marketing team Consumer Banking Group Native understanding digital emphasis mobile, social, video display prior experience brand building Possess proven track record building brand strong customer advocacy, support customer acquisition, usage engagement. Has deep knowledge running 360-campaign, strategy development tactical execution camapigns, events sponsorships. Build manage consumer brand related activities attracts key customer segment combination owned, paid earned media. Appreciates marketing technology collaborate product team integrate campaigns within end end consumer experience Work closely performance marketing team drive customer conversions engagement. Establish closed-loop analytics sales understand impact marketing activities Requirements Bachelor Degree 8 years’ experience building strategic creative consumer marketing campaigns, preferably background community management worked top innovative brand, advertising media agency emphasis Content Marketing Social Media. Is effective collaborator fast paced environment able run multiple campaigns time. Is cross-functional leader able engage, listen collaborate internal departments/teams align early terms overall strategy goals, see cross-functional collaboration implementation. Self-motivated confident high degree initiative required Excellent team player exhibit high level motivation drive Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
42,1219,"AVP, Unit Trust Product Manager, Financial Planning Group, Consumer Banking Group","AVP
Unit Trust Product Manager
Financial Planning Group
Consumer Banking Group","Business Function
As the leading bank in Asia, DBS Consumer Banking Group is in a unique position to help our customers realise their dreams and ambitions. As a market leader in the consumer banking business, DBS has a full spectrum of products and services, including deposits, investments, insurance, mortgages, credit cards and personal loans, to help our customers realise their dreams and aspirations at every life stage. Our financial solutions are not only the best in the business – they were made just right for you.
Responsibilities
To be the resident expert in Unit Trust products and solutions offered in the in-country consumer banking platform
Meet revenue targets and products P & L on overall and per channel
Support new product, service initiatives and proposition launches on all bank channels – Traditional and Digital
Prepare materials for the sale and recommendation /  distribution  of products; Ensure that the products and materials offered are compliant with internal and external regulatory requirements
Support regular coaching, training and market/product briefings to sales staff to enhance their functional competencies & professionalism, raise the level of proficiency and technical expertise of the RMs, in their course of interacting with customers.
Work in partnership with internal stakeholders to achieve greater penetration of Unit Trust products across Bankers/Clients via close collaborations and other initiatives
Build strong relationships with various fund house partners to come up with best ideas, support sales related activities eg. Client events, product launches, other marketing and branding activities.
To have a keen understanding and full awareness of, and adherence to, in-country regulatory
Requirements
Degree holder with minimum of 5 years experience in product management / financial services
Knowledge of Unit Trusts, banking and investment products & services and procedures
Knowledge of compliance and regulatory requirements as well as exposure to multicultural issues
Trained in asset allocation and financial planning
Good Planning and organizing capability
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function As leading bank Asia, DBS Consumer Banking Group unique position help customers realise dreams ambitions. As market leader consumer banking business, DBS full spectrum products services, including deposits, investments, insurance, mortgages, credit cards personal loans, help customers realise dreams aspirations every life stage. Our financial solutions best business – made right you. Responsibilities To resident expert Unit Trust products solutions offered in-country consumer banking platform Meet revenue targets products P & L overall per channel Support new product, service initiatives proposition launches bank channels – Traditional Digital Prepare materials sale recommendation / distribution products; Ensure products materials offered compliant internal external regulatory requirements Support regular coaching, training market/product briefings sales staff enhance functional competencies & professionalism, raise level proficiency technical expertise RMs, course interacting customers. Work partnership internal stakeholders achieve greater penetration Unit Trust products across Bankers/Clients via close collaborations initiatives Build strong relationships various fund house partners come best ideas, support sales related activities eg. Client events, product launches, marketing branding activities. To keen understanding full awareness of, adherence to, in-country regulatory Requirements Degree holder minimum 5 years experience product management / financial services Knowledge Unit Trusts, banking investment products & services procedures Knowledge compliance regulatory requirements well exposure multicultural issues Trained asset allocation financial planning Good Planning organizing capability Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
43,1221,"AVP, DBS Home Advice Business Manager, Deposits & Secured Lending, Consumer Banking Group","AVP
DBS Home Advice Business Manager
Deposits & Secured Lending
Consumer Banking Group","Business Function
We deliver a comprehensive suite of innovative banking services and financial solutions to individuals, ranging from the man-in-the-street to the mass affluent. Providing sound wealth management and financial advisory services, we help our customers make informed decisions about their money and are committed to helping them plan and achieve their life goals. Products and services within the Consumer Banking Group include loans, credit cards, investment and unit trusts, insurance and priority banking.
Responsibilities
Execute programs, business strategies, business plans and marketing activities to increase lending customer base
To promote and raise awareness of Home Advice Specialist platform to various business channels
Manage individual Home Advice Specialist sales and team target set by Business Unit
Ability to train and coach HAS in cross selling other financial products within the bank (set by BU)
Ability to engage Credit underwriter on complex and High Net worth customer’s loan request
Ensure sound control and compliance with legal and regulatory requirements particularly regarding documentation to customer and 3rd parties/business partners
Assist Home Advice Specialist in problem solving and handle customer’s feedback
Perform Supervisory trips to branches and show flats
Ensure smooth customer delivery of seamless Home Advice at various Distribution branches.
Achieve high standard of customer satisfaction and service quality by HAS and oneself
Requirements
Diploma or Degree holder with at least 3 years of sales experience in consumer products and team management
Ability to network and build rapport with external stakeholders (property and insurance agents, corporations, professional bodies and other potential referral agents or brokers) where needed
Strong passion for people development along with good presentation and interpersonal skills at all levels
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function We deliver comprehensive suite innovative banking services financial solutions individuals, ranging man-in-the-street mass affluent. Providing sound wealth management financial advisory services, help customers make informed decisions money committed helping plan achieve life goals. Products services within Consumer Banking Group include loans, credit cards, investment unit trusts, insurance priority banking. Responsibilities Execute programs, business strategies, business plans marketing activities increase lending customer base To promote raise awareness Home Advice Specialist platform various business channels Manage individual Home Advice Specialist sales team target set Business Unit Ability train coach HAS cross selling financial products within bank (set BU) Ability engage Credit underwriter complex High Net worth customer’s loan request Ensure sound control compliance legal regulatory requirements particularly regarding documentation customer 3rd parties/business partners Assist Home Advice Specialist problem solving handle customer’s feedback Perform Supervisory trips branches show flats Ensure smooth customer delivery seamless Home Advice various Distribution branches. Achieve high standard customer satisfaction service quality HAS oneself Requirements Diploma Degree holder least 3 years sales experience consumer products team management Ability network build rapport external stakeholders (property insurance agents, corporations, professional bodies potential referral agents brokers) needed Strong passion people development along good presentation interpersonal skills levels Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
44,1223,"Associate/Analyst, Marketing Budget Manager, Consumer Banking Group","Associate/Analyst
Marketing Budget Manager
Consumer Banking Group","Business Function
As the leading bank in Asia, DBS Consumer Banking Group is in a unique position to help our customers realise their dreams and ambitions. As a market leader in the consumer banking business, DBS has a full spectrum of products and services, including deposits, investments, insurance, mortgages, credit cards and personal loans, to help our customers realise their dreams and aspirations at every life stage. Our financial solutions are not only the best in the business – they were made just right for you.
Responsibilities
Assist in the daily operations and management of the Marketing Budget to ensure that all Advertising & Promotions (A&P) spends are within the allocated budget.  This role also entails ensuring that all business users are compliant with the established A&P management process.
Perform A&P spend forecasting, monthly A&P accruals and spend variance analysis
Provide A&P spend updates and analysis for multiple stakeholders
Perform A&P budget review to ensure effective spend
Perform monthly cost reconciliation to ensure all expenses are recorded and that overall expense are within budget
Perform proper processing and timely issuance of Purchase Order and Payment Advice to facilitate payment, and ensure that day-to-day transactions are audit compliant
Manage ‘Accounts Payable’ account for A&P spend.  Follow up with vendors on outstanding Purchase Orders, and ensure that there are no long outstanding invoices.
Manage the Integrated Marketing Operation System (IMO) - i.e. user access, budget set up, budget spend/tracking, system fixes and testing etc
Assist in answering budget/ payment/ IMO system related queries from business units and vendors
Requirements
Bachelor Degree with at least 2 years’ working experience managing budget or finance-related role
Meticulous and analytical, with a knack for handling financial data
Good Microsoft Office application skills, especially Excel and PowerPoint
Able to work independently, self-motivated and responsible
Strong team player with good organizational and interpersonal skills
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function As leading bank Asia, DBS Consumer Banking Group unique position help customers realise dreams ambitions. As market leader consumer banking business, DBS full spectrum products services, including deposits, investments, insurance, mortgages, credit cards personal loans, help customers realise dreams aspirations every life stage. Our financial solutions best business – made right you. Responsibilities Assist daily operations management Marketing Budget ensure Advertising & Promotions (A&P) spends within allocated budget. This role also entails ensuring business users compliant established A&P management process. Perform A&P spend forecasting, monthly A&P accruals spend variance analysis Provide A&P spend updates analysis multiple stakeholders Perform A&P budget review ensure effective spend Perform monthly cost reconciliation ensure expenses recorded overall expense within budget Perform proper processing timely issuance Purchase Order Payment Advice facilitate payment, ensure day-to-day transactions audit compliant Manage ‘Accounts Payable’ account A&P spend. Follow vendors outstanding Purchase Orders, ensure long outstanding invoices. Manage Integrated Marketing Operation System (IMO) - i.e. user access, budget set up, budget spend/tracking, system fixes testing etc Assist answering budget/ payment/ IMO system related queries business units vendors Requirements Bachelor Degree least 2 years’ working experience managing budget finance-related role Meticulous analytical, knack handling financial data Good Microsoft Office application skills, especially Excel PowerPoint Able work independently, self-motivated responsible Strong team player good organizational interpersonal skills Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
45,1230,"Associate / Analyst, Digital Payments Product Management, Cards & Unsecured Loans, Consumer Banki...","Associate / Analyst
Digital Payments Product Management
Cards & Unsecured Loans
Consumer Banki...","Business Function
As the leading bank in Asia, DBS Consumer Banking Group is in a unique position to help our customers realise their dreams and ambitions. As a market leader in the consumer banking business, DBS has a full spectrum of products and services, including deposits, investments, insurance, mortgages, credit cards and personal loans, to help our customers realise their dreams and aspirations at every life stage. Our financial solutions are not only the best in the business – they were made just right for you.
Responsibilities
Key member of the Payments SQUAD driving unique customer journeys that drives cashless
Engage with key stakeholders internal stakeholders mainly eBIZ, BA, technology, marketing, Finance, CUL, T&O, legal & external partners (NETS and key merchants) to drive mutual shareholder customer & cashless goals for PayLah! and the broader bank
Drive usage and acquisition initiatives that drives the adoption of digital payments
Create meaningful analysis goals (ongoing) that drives the broader payback of Paylah! to the banks customers satisfaction and strategic goals
Assess global and regional developments in payments and ensure PayLah! maintains it’s leadership position in cashless payments
Requirements
University Degree, preferably majored in Banking, Business Management and Finance with a minimum of 2 years of working experience in the banking or digital business
Demonstrates flexibly when addressing shifting or competing priorities
Proven ability to influence large teams without direct leadership authority
Strong understanding of Digital business, while experience with travel, lifestyle, and, or other consumer product development is an advantage
Financial services and unsecured lending experience an advantage
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function As leading bank Asia, DBS Consumer Banking Group unique position help customers realise dreams ambitions. As market leader consumer banking business, DBS full spectrum products services, including deposits, investments, insurance, mortgages, credit cards personal loans, help customers realise dreams aspirations every life stage. Our financial solutions best business – made right you. Responsibilities Key member Payments SQUAD driving unique customer journeys drives cashless Engage key stakeholders internal stakeholders mainly eBIZ, BA, technology, marketing, Finance, CUL, T&O, legal & external partners (NETS key merchants) drive mutual shareholder customer & cashless goals PayLah! broader bank Drive usage acquisition initiatives drives adoption digital payments Create meaningful analysis goals (ongoing) drives broader payback Paylah! banks customers satisfaction strategic goals Assess global regional developments payments ensure PayLah! maintains it’s leadership position cashless payments Requirements University Degree, preferably majored Banking, Business Management Finance minimum 2 years working experience banking digital business Demonstrates flexibly addressing shifting competing priorities Proven ability influence large teams without direct leadership authority Strong understanding Digital business, experience travel, lifestyle, and, consumer product development advantage Financial services unsecured lending experience advantage Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
46,1233,"AVP, Business Development Manager, Financial Planning Group, Consumer Banking Group","AVP
Business Development Manager
Financial Planning Group
Consumer Banking Group","Business Function
As the leading bank in Asia, DBS Consumer Banking Group is in a unique position to help our customers realise their dreams and ambitions. As a market leader in the consumer banking business, DBS has a full spectrum of products and services, including deposits, investments, insurance, mortgages, credit cards and personal loans, to help our customers realise their dreams and aspirations at every life stage. Our financial solutions are not only the best in the business – they were made just right for you.
Responsibilities
Responsible for business development & coaching/supervision of sales/service representative to achieve both sales & general insurance volume of the bank.
Ensure the sales representative fulfill the required regulatory practice, FAA & compliance standards in financial planning & sales processes for insurance.
Execute CBG Bancassurance strategic plan to meet the overall business objectives
Involved in any projects & initiatives assigned by supervisor.
Upskill the capabilities & competency level of all sales representative in relation to Bancassurance.
Requirements
Bachelor Degree in related field with preferably 5 years of banking experience & 2 - 3 years in a supervisory capacity
Ability to guide individual towards achieving the team’s goals
Good interpersonal and communication skills
Good sense & oversight on risk awareness
Ownership of results and commitment to personal goals
Knowledge of banking operations and proficiency in presentations to an audience
Proficiency in MS Office
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function As leading bank Asia, DBS Consumer Banking Group unique position help customers realise dreams ambitions. As market leader consumer banking business, DBS full spectrum products services, including deposits, investments, insurance, mortgages, credit cards personal loans, help customers realise dreams aspirations every life stage. Our financial solutions best business – made right you. Responsibilities Responsible business development & coaching/supervision sales/service representative achieve sales & general insurance volume bank. Ensure sales representative fulfill required regulatory practice, FAA & compliance standards financial planning & sales processes insurance. Execute CBG Bancassurance strategic plan meet overall business objectives Involved projects & initiatives assigned supervisor. Upskill capabilities & competency level sales representative relation Bancassurance. Requirements Bachelor Degree related field preferably 5 years banking experience & 2 - 3 years supervisory capacity Ability guide individual towards achieving team’s goals Good interpersonal communication skills Good sense & oversight risk awareness Ownership results commitment personal goals Knowledge banking operations proficiency presentations audience Proficiency MS Office Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
47,1240,"Wealth Planning Manager (Branch/Non-Branch), Consumer Banking Group","Wealth Planning Manager (Branch/Non-Branch)
Consumer Banking Group","Help us delight our branch customers
DBS Consumer Banking Group offers a comprehensive suite of innovative banking services and financial solutions to individuals, ranging from the man-in-the-street to the mass affluent. Providing sound wealth management and financial advisory services, we help our customers make informed decisions about their money in order to achieve their life goals. Our products and services include loans, credit cards, investment and unit trusts, insurance, and priority banking.
As a
Wealth Planning Manager
with Asia’s best bank, you will be part of our award-winning team based in either a Branch or Non-Branch team to provide a personalized banking experience for our customers.
Fulfilling and varied, a typical workday might look like this:
Provide financial advice to clients through offering wealth management solutions, such as insurance, structured deposits, loans and unit trusts
Play an active part in planning campaigns across the bank or within the branch
Develop and strengthen long-term relationships with clients
If based in a Non-Branch environment, you will be assigned to a centralized office where focus will be on tele-prospecting
You will also be actively involved in seminars, events and sales campaign
We want driven, service-oriented individuals like you with:
A degree in any discipline
A willingness to work on a flexible schedule that includes weekends
A passion for banking and wealth management
What we offer
You can expect a competitive salary, a benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements. Find out more
here.
Ready to apply? Take the next step.
Click on the link below to apply and receive an email notification from our AI Chatbot, JIM within 2 hours
Interact and complete the mandatory assessments on JIM
You will be invited for a face-to-face interview with our Branch Manager and HR if you are shortlisted",Banking/ Financial Services,"Banking, Insurance & Financial Services",Relationship manager,,"Help us delight branch customers DBS Consumer Banking Group offers comprehensive suite innovative banking services financial solutions individuals, ranging man-in-the-street mass affluent. Providing sound wealth management financial advisory services, help customers make informed decisions money order achieve life goals. Our products services include loans, credit cards, investment unit trusts, insurance, priority banking. As Wealth Planning Manager Asia’s best bank, part award-winning team based either Branch Non-Branch team provide personalized banking experience customers. Fulfilling varied, typical workday might look like this: Provide financial advice clients offering wealth management solutions, insurance, structured deposits, loans unit trusts Play active part planning campaigns across bank within branch Develop strengthen long-term relationships clients If based Non-Branch environment, assigned centralized office focus tele-prospecting You also actively involved seminars, events sales campaign We want driven, service-oriented individuals like with: A degree discipline A willingness work flexible schedule includes weekends A passion banking wealth management What offer You expect competitive salary, benefits package professional advantages dynamic environment supports development recognises achievements. Find here. Ready apply? Take next step. Click link apply receive email notification AI Chatbot, JIM within 2 hours Interact complete mandatory assessments JIM You invited face-to-face interview Branch Manager HR shortlisted"
48,1251,"Wealth Planning Manager (Insurance Specialist) (Branch/Non-Branch), Consumer Banking Group","Wealth Planning Manager (Insurance Specialist) (Branch/Non-Branch)
Consumer Banking Group","Help our customers achieve their ambitions
DBS Consumer Banking Group plays a vital role in understanding and meeting customer
needs by offering the right products and services, from investments to insurance, to the right
customer segments. We help our customers realise their dreams at every life stage by helping
them grow and maintain the integrity of their portfolios.
As a
Wealth Planning Manager (Insurance Specialist)
with Asia’s best bank, you will help to shape our customers’ aspirations, by fulfilling their insurance needs with diverse and innovative financial solutions. You will be posted to either a Branch or Non-Branch team, where you need to build strong relationships with customers and customise their financial plans based on their needs.
Fast paced and challenging, your workday might look like this:
•    Provide one-stop financial advisory solutions at the bank branches through insurance services and products, such as retirement planning, savings and financial protection
•    Conduct regular financial planning interviews with existing and potential customers to assess their banking needs
•    Be actively involved in bank-wide campaigns and branch initiatives
•    If based in a Non-Branch environment, you will be assigned to a centralized office where focus will be on tele-prospecting
We want fast learners like you who:
•    Have a degree in any discipline
•    Are comfortable with flexible working schedule that includes weekends
•    Have a strong passion for banking and wealth management
What we offer
You can expect a competitive salary, a wide-ranging incentive, rewards and benefits package and rigorous training programmes will also be offered. Find out more
here
.
Ready to apply? Take the next step.
Click on the link below to apply and receive an email notification from our AI Chatbot, JIM within 2 hours
Interact and complete the mandatory assessments on JIM
You will be invited for a face-to-face interview with our Branch Manager and HR if you are shortlisted",Banking/ Financial Services,"Banking, Insurance & Financial Services",Relationship manager,,"Help customers achieve ambitions DBS Consumer Banking Group plays vital role understanding meeting customer needs offering right products services, investments insurance, right customer segments. We help customers realise dreams every life stage helping grow maintain integrity portfolios. As Wealth Planning Manager (Insurance Specialist) Asia’s best bank, help shape customers’ aspirations, fulfilling insurance needs diverse innovative financial solutions. You posted either Branch Non-Branch team, need build strong relationships customers customise financial plans based needs. Fast paced challenging, workday might look like this: • Provide one-stop financial advisory solutions bank branches insurance services products, retirement planning, savings financial protection • Conduct regular financial planning interviews existing potential customers assess banking needs • Be actively involved bank-wide campaigns branch initiatives • If based Non-Branch environment, assigned centralized office focus tele-prospecting We want fast learners like who: • Have degree discipline • Are comfortable flexible working schedule includes weekends • Have strong passion banking wealth management What offer You expect competitive salary, wide-ranging incentive, rewards benefits package rigorous training programmes also offered. Find . Ready apply? Take next step. Click link apply receive email notification AI Chatbot, JIM within 2 hours Interact complete mandatory assessments JIM You invited face-to-face interview Branch Manager HR shortlisted"
49,1256,Relationship Manager ( SME B2B Segment- Banking Services/Listed MNC),University degree with min 2 to 3 years of relevant experience in sales within the SME Banking space.,"As part of the SME B2B Banking Services Segment
,
the successful candidate will be tasked with the following;
Develop and expand SME/ Commercial clientele base
Provide consulting services to SMEs to create awareness of up-to-date SME financial services/facilities and products.
To also be the first touchpoint for both existing potential customers
Management & Monitoring of existing customer transactions to identify opportunities to increase active client activity.
Ensure compliance with relevant government agencies.",Banking/ Financial Services,Sales/ Business Development,Corporate Sales,"Bachelors
Degree
Diploma
Non Degree Tertiary","As part SME B2B Banking Services Segment , successful candidate tasked following; Develop expand SME/ Commercial clientele base Provide consulting services SMEs create awareness up-to-date SME financial services/facilities products. To also first touchpoint existing potential customers Management & Monitoring existing customer transactions identify opportunities increase active client activity. Ensure compliance relevant government agencies."
50,1262,"VP, Product Due Diligence, Product Development, and Training, Regional COO, Private Banking, Cons...","VP
Product Due Diligence
Product Development
and Training
Regional COO
Private Banking
Cons...","Business Function
DBS’ Private Banking offers a one-stop, full-service touch-point for total banking requirements and provides the highest level of personalised banking. We have a team of dedicated, experienced investment advisors who identify opportunities in the various asset classes and employ the best strategies and product vehicles to cater to each client’s needs. Coupled with partnerships within the DBS network and with global institutions, we strive to build long-term relationships with our Private Banking clients in Asia by providing them with high quality, timely and extensive wealth management, investment and financial solutions.
Responsibilities
Performs due diligence on investment and insurance products to be offered by CBG / Wealth.
Supports Wealth SG product teams in the development of new investment product platforms, and on-going maintenance of existing investment product platforms.
Supports development of new investment products to be offered by Wealth business.
Develops training curriculum for staff in Wealth business.
Ensures that investment and insurance products to be offered by Regional CBG / Wealth have been subjected to adequate due diligence in compliance with applicable regulations and policies, and offered to the appropriate customers.
New investment platforms for Wealth SG are launched with appropriate risk controls and processes.
Participates in development of bank-wide Product Risk Rating methodology, and administers the methodology to new and existing products.
Participates in development of bank-wide Product Risk Rating (""PRR"") methodology.
Investment products are accurately and appropriately risk-rated as per prescribed Product Risk Rating methodology.
Requirements
More than 8 years’ experience in investment products
Strong communicator
Drive to complete tasks within stipulated timeline
Takes initiatives to propose process improvement
Knowledge of Risk Management principles
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function DBS’ Private Banking offers one-stop, full-service touch-point total banking requirements provides highest level personalised banking. We team dedicated, experienced investment advisors identify opportunities various asset classes employ best strategies product vehicles cater client’s needs. Coupled partnerships within DBS network global institutions, strive build long-term relationships Private Banking clients Asia providing high quality, timely extensive wealth management, investment financial solutions. Responsibilities Performs due diligence investment insurance products offered CBG / Wealth. Supports Wealth SG product teams development new investment product platforms, on-going maintenance existing investment product platforms. Supports development new investment products offered Wealth business. Develops training curriculum staff Wealth business. Ensures investment insurance products offered Regional CBG / Wealth subjected adequate due diligence compliance applicable regulations policies, offered appropriate customers. New investment platforms Wealth SG launched appropriate risk controls processes. Participates development bank-wide Product Risk Rating methodology, administers methodology new existing products. Participates development bank-wide Product Risk Rating (""PRR"") methodology. Investment products accurately appropriately risk-rated per prescribed Product Risk Rating methodology. Requirements More 8 years’ experience investment products Strong communicator Drive complete tasks within stipulated timeline Takes initiatives propose process improvement Knowledge Risk Management principles Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
