url,Job Title,Company,Job Description,company_desc
https://www.jobstreet.com.sg/en/job/accounts-executive-6811857?fr=J&src=16&srcr=16&searchRequestToken=f7374899-d6a9-46db-a99b-342beac7c384&sectionRank=1656,Accounts Executive,PetroChina International (Singapore) Pte. Ltd.,"Responsibilities
Involve in monthly income, costing and stock close
Prepare financial and management reports on a timely basis
Prepare stock analysis report     
Maintain and perform intercompany reconciliation files
Assist in audit queries raised by external auditors    
Perform any other ad-hoc task and projects that may be assigned  
Requirements
Diploma or Degree in Accounting or equivalent
Minimum 3 years of relevant working experience
Proficient in Microsoft office (especially MS excel)
Experience in SAP system will be an added advantage
Independent and able to work under tight timeline
Meticulous, possess initiative and a good team player
For those who are interested, please send us your latest resume via the ""Apply Now"" button.
 
 
Only shortlisted candidates will be notified
 
 
Personal Data Protection
In submitting your personal data and/or resume, you shall be deemed to consent to us collecting, using and disclosing your personal data for the purpose of assessing your job application. Information collected may also be disclosed to the PetroChina Group of Companies (which includes PetroChina International (Singapore) Pte. Ltd., Singapore Petroleum Company Limited, Chinaoil (Singapore) Pte. Ltd.) for this purpose.","PetroChina International is the “Trading Arm” of PetroChina Company Ltd, and is one of the world’s largest global commodity trading companies.

	

		 

	

		PetroChina International is actively exploring international markets, developing value added trades, extending the value chain, innovating in trade models, and continuously enhancing trade methods. The Company’s trading activities are now covering more than 100 kinds of products and through merger, acquisition, investment and equity participation, several business centres have been formed and integrated with storage facilities, refining capabilities, oil tanks and terminals as well as transportation capabilities in global main oil producing areas. All these investments provide strong support for the steady development of the Company’s international businesses.

	

		 

	

		PetroChina International was founded in 2002 based in Beijing and has setup subsidiaries and offices in 20+ countries, including three major Oil and Gas Trading and Operation Hubs in Houston, London and Singapore. Its sales revenue is over 100 billion dollars in recent years.

	

		 

	

		In 2009, Singapore Petroleum Company (SPC) was proud to join PetroChina International (Singapore). As the fully owned subsidiary, SPC today taps on a wider range of resources and benefits from a substantially stronger financial position."
https://www.jobstreet.com.sg/en/job/accounts-executive-east-3000-6811583?fr=J&src=16&srcr=16&searchRequestToken=8289d1f6-3072-4af5-c7cd-98065a2fa276&sectionRank=1719,Accounts Executive - East - $$3000,"Capita Pte Ltd - Business Support 3

    							     
																						
(Recruitment Firm)","AP & AR duties
Monthly Intercompany Payments & Reconciliation
Update & analyze net Payables / Receivables weekly report
Reconciliation of financial discrepancies by collecting and analyzing account information
Update of forex rates
Assist in month-end closing
Liaise with internal/external parties such as purchasing team, auditors, tax agent, etc.
Support on Admin function
Other duties and ad-hoc projects as assigned.
Requirements:
 
Possess at least a Diploma or equivalent with at least 4 year(s) of accounting experience
An independent team player and able to work under pressure and meet dateline
Knowledge in ACCPAC and MS Office
 
Interested candidates who wish to apply for the advertised position, please email us an updated copy of your resume (Attn:ASHW) or contact our office at +65 6709 3345 for a confidential discussion. We regret that only shortlisted candidates will be notified.
 
Job Code: ASHW
Email Address: cap.ta@capitasingapore.com
 
EA License No.: 08C2893","Founded in 2007 in Singapore, Capita is a premium recruitment expert and staffing provider for international companies in Singapore and international placements, contract and temporary staffing, outplacement as well as payroll services across all industry sectors, Capita’s highly personalised service ensures that its clients find the right talent to meet their human resource needs.
 
Capita’s service offering is split into corporate and specialised divisions. While the corporate division comprises the business support and outsourcing practices that focus on permanent, contract and temporary positions, the specialised division has a focus on the engineering, banking and finance as well as technology industries. With more companies requiring candidates for specialist functions as well as talent with generalist capabilities in an increasingly competitive business environment, these divisions ensure that clients work with industry-focused consultants with specific expertise to match their talent management needs.
 
In 2012, Capita expanded its footprint in Asia, opening an office in Kuala Lumpur, Malaysia to better serve regional clients.
Capita has been recognised as one of the preferred HR Vendors of the Year for six consecutive years since 2010. In addition, we have also been honoured with the Enterprise 50 award in 2012 as well as the Recruitment Agency of the Year Silver Award (Asia Recruitment Awards, 2015).
More information about Capita Staffing & Search is available at www.capitagrp.com and www.facebook.com/capitagrp.
 
<<<By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy.
 
Please visit www.capitagrp.com for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email at ""dataprotection@persolkelly.com"" to let us know. (NOTE: any resumes or job applications sent to this data protection mailbox will NOT be attended to as it is solely for the purposes of personal data protection related feedback.)"
https://www.jobstreet.com.sg/en/job/finance-officerexecutive-accounts-payable-6810673?fr=J&src=16&srcr=16&searchRequestToken=170b3c74-0012-4bc3-a4e9-bda932987f43&sectionRank=1913,"Finance Officer/Executive, Accounts Payable",Far East Organization,"Responsibilities
Support the monthly closing of Accounts Payable ledger
Ensure invoices are accurately captured in accounting system (SAP), and are duly supported by the required documents
Ensure compliance with Group’s Procurement, Accounting/ Finance Policies and Procedures
Liaise with various departments in the Organization and/or external parties on procurement, invoice, payment and other related matters
Involved in daily invoice sorting
Ad-hoc assignments and improvements to system or processes
 
Requirements
Degree/Diploma in Accountancy or ACCA with minimum 3 years of relevant AP experience
Proficient in SAP system
Good communication (both verbal and written) and interpersonal skills
Team player
Meticulous, pro-active and diligent","Far East Organization is a Christian Enterprise, which develops real estate and operates businesses by serving with grace, love, integrity and honesty. Far East Organization and its Hong Kong-based sister company Sino Group is one of Asia’s largest real estate groups, with operations in Singapore, Malaysia, Australia, Hong Kong and China. Far East Organization is the largest private property developer in Singapore, having developed over 780 developments across all segments of real estate including 55,000 or one in six private homes in Singapore since its establishment in 1960. Far East Organization includes three listed entities: Far East Orchard Limited, Far East Hospitality Trust and Yeo Hiap Seng Limited. Far East Organization is the winner of 11 FIABCI World Prix d’Excellence awards, the highest honour in international real estate."
https://www.jobstreet.com.sg/en/job/accounts-executive-6810453?fr=J&src=16&srcr=16&searchRequestToken=0096dbf2-7b45-4a8d-914b-3bd90cc2e187&sectionRank=1987,Accounts Executive,BEUMER Group Singapore Pte. Ltd.,"Bookkeeping for daily transactions. Prefer to have experience in maintaining full sets of accounts.

	
Perform AP/AR function, such as aging report, debts collection etc.

	
Maintain sales order in system.

	
Assist manager to prepare monthly and year end management reports.

	
Be responsible for fixed assets register and reconciliation

	
Be responsible for GST returns and submission and assist manager on tax relevant matters.

	
Liaises with banker and auditor.

	
Flexible and willing to multi-task.

	
Ad-hoc tasks assigned by manager.





        Requirements




	
Accounting diploma/degree

	
Minimum 3 years relevant experience

	
Good skills in MS Office. Eg. Word, excel

	
Prefer to have knowledge in Accounting software Sage

	
Prefer to have experience in construction accounting

	
Multi-tasker, matured and able to work independently and meet deadlines

	
Team-player, good coordinator with team members

	
Good communication and interpersonal skills","A member of BEUMER Group, located in Singapore

BEUMER Group Singapore Pte. Ltd. is strategically located at the Singapore Changi International Airport, one of the busiest airports in the world. We have more than 200 employees working in our various business segments such as airport systems, logistics and customer support



 



At BEUMER Group we work different

At BEUMER Group, we have a different work style since we have a diversified workforce made up of 12 different nationalities with different cultures and backgrounds. However, when the team gets together, we share the same target and aim to deliver the best results."
https://www.jobstreet.com.sg/en/job/admin-and-accounts-assistant-6810362?fr=J&src=16&srcr=16&searchRequestToken=f5b73095-0efa-4415-c6b3-fcde870528b3&sectionRank=2036,Admin and Accounts Assistant,Aero Speed Aviation Pte Ltd,"Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma in any field.

	
No work experience required.

	
Preferably Entry Level specialized in Clerical/Administrative Support or equivalent.

	
Preferably someone who can work independently.","Since our establishment in September 1990 we  pride ourselves in providing a wide range of logistics services mainly in and out of Indonesia. Our vast experience in Indonesia has prompted us to expand our services in Singapore. Aero Speed Aviation Pte Ltd (ASA) was established in December 22, 2010.
 
With group officer in Jakarta, Balikpapan, Singapore, Malaysia, Australia and the USA, along with a worldwide network of affillated airlines, agents and partners, PT. Tri-M.G. Intra Asia Airlines offers the very best in passenger services, freight moving and ground support that is offered in Indonesia today. By opening our new hub here in Jakarta we are convinced that the quality of service we have to offer will be unrivalled. For further details of the services, simply contact our details shown.
 
We are known for our specialty in providing DTD and DDU services by air and sea for oil and gas, semi conductor, mining, and other industries. With over 100 years experienced and qualified staff in Singapore and Indonesia, our target is to provide customers with our in-house one stop services."
https://www.jobstreet.com.sg/en/job/accounts-associate-senior-accounts-associate-6810163?fr=J&src=16&srcr=16&searchRequestToken=bb720054-892d-44c8-bb3e-e6ea9df43f1a&sectionRank=2107,Accounts Associate / Senior Accounts Associate,Boardroom Business Solutions Pte Ltd,"MAIN RESPONSIBILITIES:




	
Provide excellent client service and ensure deliverables timelines are met.

	
Setup charts of accounts for new accounting clients.

	
Responsible for billings, fee negotiations and recovery for each client engagement.

	
Review Management Accounts, customized reporting packages, Statutory Accounts, GST returns, monthly payroll and other expense disbursements, as well as year-end remuneration returns (Form IR8A, etc.)

	
Prepare Cash Forecast to avail funds for payments and prepare bank reconciliations.

	
Retrieve and provide documents, files and information for auditors and tax agents on behalf of clients.

	
Take initiative in proposing work improvements within the department and make business development recommendations.

	
Be a strong team player and be able to work harmoniously with a diverse workforce.





SKILLS:




	
Strong written and verbal communication skills.

	
Strong accounting knowledge.

	
Good knowledge of Singapore Financial Reporting Standards, CPF, GST and relevant tax rules, procedures and guidelines.

	
Strong spreadsheet skills (Excel essential) and good knowledge of Word, Accounting and Payroll Software.





To thrive in this role, you will be a diploma/degree qualified in Finance/Accounting/Banking with 2 - 4 years’ relevant working experience handling full set of accounts.  Relevant experience in the professional services industry would be highly preferred. 



 



He/she must be proactive, flexible and adaptable in working styles, organised, detailed and deadline oriented. The ability to work under pressure, and prioritize work to meet deadline is critical. The ideal candidate must also be able to work independently, is a strong team player and be willing to take on duties outside of job specification.



 



Candidates with relevant experience will be considered for a Senior Associate role. We regret only shortlisted candidate will be notified. All applications will be treated in the strictest confidence.","Boardroom Business Solutions Pte Ltd
 is a fully-owned subsidiary of 
Boardroom Limited
.



 



Headquartered in Singapore, 
Boardroom Limited
 (""Boardroom"") is listed on the Singapore Stock Exchange (SGX) having a portfolio of over 5,500 listed and private companies.



With staff strength of 550 employees, Boardroom has built an established regional presences with 14 offices in Singapore, Malaysia, Hong Kong, China and Australia and continue to extend our geographical reach with our partners across the region.




As one of the leading business solution provider in Singapore, Boardroom provides an integrated suite of services comprising: Accounting, Payroll and Taxation, Corporate Secretarial, Share Registry, Internal Audit, Governance, Risk and Compliances and Human Resources."
https://www.jobstreet.com.sg/en/job/accounts-executive-6810095?fr=J&src=16&srcr=16&searchRequestToken=cd9081c1-c40d-4696-f4c4-9d4d356e89bc&sectionRank=2133,Accounts Executive,Asahi Kasei Synthetic Rubber Singapore Pte Ltd,"JOB SUMMARY
To assist Finance Manager in the financial matters of the Company by undertaking a portfolio of accounting responsibilities as assigned by the Finance Manager.
 
 
DUTIES & RESPONSIBILITES
To ensure invoices and journal entry are properly record in company book.
Supervisory role and provide guidance to accounts assistants.
To perform monthly FI closing process using SAP system.
To maintain fixed assets registration and depreciation.
Monthly ageing report review for Debtors & Creditors.
Outgoing payment check before submit for approval.
To prepare monthly management report under supervision of Finance Manager.
Review and submit GST to IRAS every quarterly.
To assist Finance Manager in budget preparation.
To assist Finance Manager in annual physical stock count.
To assist Finance Manager in audit matters.
Other ad-hoc task assigned by Finance Manager.
 
REQUIREMENTS
Diploma or Degree in Accountancy or its equivalent is necessary.
Minimum 3-5 years working experience in accounting field is required.
Candidate with working experience in manufacturing firm is preferable.
Knowledge of Microsoft Excel, Word, and PowerPoint is compulsory.
Candidate with working experience in SAP accounting system will be an added advantage.
Able to communicate effectively in English.
High responsibility, team player with good initiative and interpersonal skills.
Able to start work immediately.
Only Singaporean may apply for above position.
 
Please include the followings in the resume:
Reason for leaving
Last drawn salary
Expected salary
Availability
 
*We regret to inform that only shortlisted candidates will be notified.","Asahi Kasei Synthetic Rubber Singapore Pte. Ltd. produces synthetic rubber called S-SBR in Jurong Island, Singapore. S-SBR is a key material to improve performance of automobile tires (e.g., safety, fuel efficiency, durability). Asahi Kasei is expanding the S-SBR business through this Singapore entity as one of its core businesses."
https://www.jobstreet.com.sg/en/job/accounts-associate-senior-accounts-associate-6810163?fr=J&src=16&srcr=16&searchRequestToken=791a840c-b27c-42c0-84db-dcc730627ad0&sectionRank=2081,Accounts Associate / Senior Accounts Associate,Boardroom Business Solutions Pte Ltd,"MAIN RESPONSIBILITIES:




	
Provide excellent client service and ensure deliverables timelines are met.

	
Setup charts of accounts for new accounting clients.

	
Responsible for billings, fee negotiations and recovery for each client engagement.

	
Review Management Accounts, customized reporting packages, Statutory Accounts, GST returns, monthly payroll and other expense disbursements, as well as year-end remuneration returns (Form IR8A, etc.)

	
Prepare Cash Forecast to avail funds for payments and prepare bank reconciliations.

	
Retrieve and provide documents, files and information for auditors and tax agents on behalf of clients.

	
Take initiative in proposing work improvements within the department and make business development recommendations.

	
Be a strong team player and be able to work harmoniously with a diverse workforce.





SKILLS:




	
Strong written and verbal communication skills.

	
Strong accounting knowledge.

	
Good knowledge of Singapore Financial Reporting Standards, CPF, GST and relevant tax rules, procedures and guidelines.

	
Strong spreadsheet skills (Excel essential) and good knowledge of Word, Accounting and Payroll Software.





To thrive in this role, you will be a diploma/degree qualified in Finance/Accounting/Banking with 2 - 4 years’ relevant working experience handling full set of accounts.  Relevant experience in the professional services industry would be highly preferred. 



 



He/she must be proactive, flexible and adaptable in working styles, organised, detailed and deadline oriented. The ability to work under pressure, and prioritize work to meet deadline is critical. The ideal candidate must also be able to work independently, is a strong team player and be willing to take on duties outside of job specification.



 



Candidates with relevant experience will be considered for a Senior Associate role. We regret only shortlisted candidate will be notified. All applications will be treated in the strictest confidence.","Boardroom Business Solutions Pte Ltd
 is a fully-owned subsidiary of 
Boardroom Limited
.



 



Headquartered in Singapore, 
Boardroom Limited
 (""Boardroom"") is listed on the Singapore Stock Exchange (SGX) having a portfolio of over 5,500 listed and private companies.



With staff strength of 550 employees, Boardroom has built an established regional presences with 14 offices in Singapore, Malaysia, Hong Kong, China and Australia and continue to extend our geographical reach with our partners across the region.




As one of the leading business solution provider in Singapore, Boardroom provides an integrated suite of services comprising: Accounting, Payroll and Taxation, Corporate Secretarial, Share Registry, Internal Audit, Governance, Risk and Compliances and Human Resources."
https://www.jobstreet.com.sg/en/job/accounts-executive-sgd-1900-2200-6809563?fr=J&src=16&srcr=16&searchRequestToken=702e3744-84b3-491f-f9f9-acb3b01c5129&sectionRank=2298,"Accounts Executive (SGD $1,900 - $2,200)",A & I Accounting Services Pte Ltd,"Responsibilities:
Handle full-set monthly accounts for our clients
Perform timely closing of monthly & yearly accounts and preparation of GST returns
Prepare detailed Profit & Loss and Balance Sheet
Prepare salary listing, fixed assets register and bank reconciliations
Prepare audit schedules for auditors
 
Requirements:
At least 1 year experience in full-set accounts
Experience at accounting firms is an advantage
Confident in speaking English and Mandarin - to liaise with Mandarin-speaking clients
LCCI Level 3 / ACCA / Diploma / Degree in Accountancy or equivalent qualifications
Able to work independently
Applicants who are interested in this role are invited to apply with their comprehensive resume with full details via 
APPLY NOW.","We are an established and dynamic local management consultancy firm dedicated to accounting, audit, secretarial and taxation services. Founded in 1984, we pride ourselves in building strong relationships with our existing customers and continously strive to expand our customer base. 

	 

	We are an Accredited Training Organisation for the CA (Singapore)."
https://www.jobstreet.com.sg/en/job/accounts-assistant-9-months-contract-6809226?fr=J&src=16&srcr=16&searchRequestToken=0ecf845c-fe3d-4c7c-c26f-4409bd13e60d&sectionRank=2395,Accounts Assistant (9 months contract),Cardinal Health Singapore 225 Pte Ltd,"Develop and execute supply plan to achieve optimize inventory position while supporting excellent customer service level. Lead/drive improvement initiatives, cross functional topics and change management activities.



 



Responsilibities:

•             Review the accuracy of monthly Global Net requirements with the manufacturing plant to ensure that all customers’ requirements will be met with an optimize inventory.

•             Participate and contribute to the monthly Sales and Operation Planning Meeting.

•             Check availability of capacities and material constraints that affect the products’ Supply chain.

•             Coordinate processes and expedite activities with processors to ensure material/product flows meet critical lead times in the supply chain to minimize impact on fill dates and service delivery.

•             Measure and continuously seek to improve supply chain performance e.g. inventory turns, fill rates, order completeness ( KPI and targets).

•             Maintain strong relationship and clear/direct communication with business partner e.g. Demand planner, marketing , project leaders , etc.

•             Able to lead & drive improvement initiatives, cross functional topics and change management activities

•             Take on any other duties as assigned by superior



 





Requirements:



•             Degree in Business, Industrial Engineering, Supply Chain/Logistics Management preferred



•             2-4 years experience in supply planning (exposure in demand planning will be an advantage.



•             With relevant exposure in manufacturing (production planning is an advantage).



•             Worked in Medical/ Healthcare industry is preferred.



•             Able to work effectively in a high pressure and fast paced environment



•             Pro-active, able to anticipate issues in advance and resolve before the issue is full-blown



•             Able to lead and drive cross functional initiatives and activities



•             Fluent in English communication skills and team building skills.



•             Detail oriented with strong analytical and quantitative skills



•             Ability to work independently or in a team environment.



•             IT literate with proficiency in Microsoft Word, Excel and PowerPoint. Exposure with IBP,  Tableau and SharePoint is an advantage.



•             Knowledge in SAP system is required.



•             Familiar with use and deployment of IT systems technologies/solutions to support the supply chain e.g. for tracking, inventory management, compliance etc.","Cardinal Health is one of the largest healthcare services providers in the world, supplying pharmaceuticals and medical products to over 100,000 locations every day.  Backed by nearly 100 years of experience, with more than 40,000 employees in 60 countries, Cardinal Health ranks among the top 25 on the Fortune 500.



 



Headquartered in Dublin, Ohio, Cardinal Health improves the cost-effectiveness, efficiency and quality of healthcare and increases profitability of pharmacies, hospitals and ambulatory care sites, freeing them to focus exclusively on patient care.  Cardinal Health is also a leading manufacturer of medical and surgical products including gloves, surgical apparel and fluid management products."
https://www.jobstreet.com.sg/en/job/senior-accounts-executive-6809106?fr=J&src=16&srcr=16&searchRequestToken=986b3367-55af-48c4-af6f-bea3d615bd21&sectionRank=2435,Senior Accounts Executive,AOYAMA SOGO ACCOUNTING OFFICE SINGAPORE PTE. LTD.,"Job Description




	
Manage full-set of accounts using accounting softwares

	
Month end closing process and quarterly financial reports for management purposes

	
Preparation of annual financial statements in accordance with Singapore Financial Reporting Standards at the end of the financial year

	
Consolidation of subsidiary accounts

	
Preparation of audit schedules for the auditors

	
Liaising with auditors and responding to any queries

	
Paying vendor invoices and expenses claims

	
Issuing payment vouchers, preparing cheques and remitting funds by telegraphic transfer





Requirements




	
Candidate must possess at least a Diploma in Accountancy

	
Ability to speak in Japanese would be advantage

	
At least 4-5 years of relevant working experiences in professional firms

	
Able to multi-task in a fast moving environment

	
Customer service oriented mindset





Benefits




	
Mon-Fri, 9.30am-6pm

	
Annual Leave: 14 days

	
Medical allowance","We are a Japanese accounting firm providing accounting, taxation, corporate secretary and other advisory services to clients.



 



Our company located at 8 Robinson Road, Singapore



 



We are looking for suitable candidates to fill in the above position."
https://www.jobstreet.com.sg/en/job/accounts-payable-executive-6809155?fr=J&src=16&srcr=16&searchRequestToken=2136a3e8-ba76-4d14-cb07-839f9e9e9f85&sectionRank=2418,Accounts Payable Executive,Company Confidential,"Reporting to the Finance Manager, the incumbent will be responsible for full spectrum of Accounts Payable function, which includes the following duties: -



 




	
Handle and process payments through cheque, telegraphic transfer and Giro. Review and ensure all payments are submitted in order with all necessary documents and approval;

	
Monitor cashflow and daily bank balances reporting;

	
Prepare and update AP schedules;

	
Prepare payment vouchers and inter-company billings

	
Prepare monthly creditors aging report

	
Perform bank reconciliation and month end closing of the AP accounts

	
Prepare the quarterly GST return for purchases

	
Liaise with vendors and any other stakeholders on any queries or payment issues

	
Assist with auditors’ requests as required

	
Undertake other accounting duties when assigned







 



Requirements



 




	
Diploma in Accountancy / LCCI or equivalent

	
Minimum 5 years of Accounts Payable experience

	
Proficient in MS Excel; familiar with QuickBooks will be a plus

	
Well organized, meticulous, detailed oriented and able to work independently

	
Possess good interpersonal and communication skills","The company provides multi-disciplinary integrated engineering services under one roof in areas of Civil, Structural, Mechanical, Electrical, Hydraulic, Land and Air Transportation, Infrastructure and related engineering disciplines. The Company also provides principal consultancy, project management and planning services related to engineering projects."
https://www.jobstreet.com.sg/en/job/accounts-executive-asset-management-6809018?fr=J&src=16&srcr=16&searchRequestToken=cfbb9bab-86f1-4b12-822c-5b3629c266e1&sectionRank=2472,Accounts Executive (Asset Management),Knight Frank Property Asset Management Pte Ltd,"Job Description:
Responsible for maintaining full set of account (AR, AP & GL)
Monitor operating expenses against annual planned budget
Preparation of financial statement for month end & annual closing (P&L, Balance Sheet)
Assist in keeping track of cashflow management
In charge of GST submission
Any other duties as assigned by reporting supervisor
 
Requirements:
LCCI / Diploma in Accounting
Experience in Accpac Accounting Software
Minimum 4 years experience in computerized accounting environment
Good team player
Proficient in MS Office &/ other related IT programs
Able to work indenpendently within tight timeline
 
Benefits:
Structured training programmes
Rewarding career prospects
Good staff welfare and benefits
We regret that only shortlisted candidates will be notified.","Providing a full suite of property and asset management services for all asset types

			At Knight Frank Property Asset Management, we have a group of dynamic professionals with expertise in providing a full suite of management services such as lease and tenant management, advertising and promotion management, facility management, finance and human resource management, and property development consultancy services amongst others. We cover both strata-titled and single-owner properties across all asset types from shopping malls, industrial properties, offices to residential estates ranging from 50 to 1,000 units.

		

			 

		
Why Knight Frank

		Knight Frank Property Asset Management is one of the largest property and asset management companies in Singapore with a portfolio of 130 strata-titled developments (with over 28,000 units) and six million square feet of commercial space across 31 projects – retail, office, industrial and State. We are also ISO 9001 certified in Shopping Mall Management as well as in Property Management Services."
https://www.jobstreet.com.sg/en/job/accounts-assistant-north-2300-ar-6808796?fr=J&src=16&srcr=16&searchRequestToken=9c2ec3e0-87ee-41b6-dcc1-c796110edb8a&sectionRank=2573,"Accounts Assistant – North - $2,300 – AR","Capita Pte Ltd - Business Support 1    							     
																						
(Recruitment Firm)","Our esteemed client is the industrial chemicals and supplies industry in Singapore is seeking Accounts Assistant.
Job Description:
 
AR Invoice Processor
Provide administrative support such as filing, making phone calls, handling mail, basic book keeping and data entry
Ensure daily process of invoicing into accounting such as system mailing, e-invoicing & etc.
Monitor relevant incoming & outgoing daily mail and reply to all queries
Control credit and outstanding payments (Accounts Receivables)
Other HR-related admin duties
 
Requirement:
 
Diploma in any relevant field
 
 
Interested candidates who wish to apply for the advertised position, please email us an updated copy of your resume (Attn: JEAT) or contact our office at +65 6318 9088 for a confidential discussion. We regret that only shortlisted candidates will be notified.
 
Job Code: JEAT
Email Address: cap.ta@capitagrp.com; jean.teh@capitasingapore.com
EA License No.: 08C2893","Founded in 2007 in Singapore, Capita Pte Ltd is a premium recruitment expert and staffing provider for international companies in Singapore and across Asia.
 
Encompassing local and international placements, contract and temporary staffing, outplacement as well as payroll services across all industry sectors, Capita’s highly personalised service ensures that its clients find the right talent to meet their human resource needs.
 
Capita’s service offering is split into corporate and specialised divisions. While the corporate division comprises the business support and outsourcing practices that focus on permanent, contract and temporary positions, the specialised division has a focus on the engineering, banking and finance as well as technology industries. With more companies requiring candidates for specialist functions as well as talent with generalist capabilities in an increasingly competitive business environment, these divisions ensure that clients work with industry-focused consultants with specific expertise to match their talent management needs.
In 2012, Capita expanded its footprint in Asia, opening an office in Kuala Lumpur, Malaysia to better serve regional clients.
 
Capita  has been recognised as one of the preferred HR Vendors of the Year for six consecutive years since 2010. In addition, we have also been honoured with the Enterprise 50 award in 2012 as well as the Recruitment Agency of the Year Silver Award (Asia Recruitment Awards, 2015).
 
More information about Capita Pte Ltd is available at www.capitagrp.com and www.facebook.com/capitagrp.
 
<<<By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy.
 
Please visit www.capitagrp.com for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email at ""dataprotection@persolkelly.com"" to let us know. (NOTE: any resumes or job applications sent to this data protection mailbox will NOT be attended to as it is solely for the purposes of personal data protection related feedback.)"
https://www.jobstreet.com.sg/en/job/executive-accounts-6808746?fr=J&src=16&srcr=16&searchRequestToken=9c2ec3e0-87ee-41b6-dcc1-c796110edb8a&sectionRank=2577,"Executive, Accounts",Kingsmen Projects Pte Ltd,"Job Responsibilities:
Responsible for full set of accounts 
Assist with project accounting and project queries
Assist in cash flow monitoring and preparation of monthly bank reconciliations
Assist in preparation of monthly and quarterly financial and management reports
Assist in GST submission
Prepare and maintain audit and tax schedules and supporting documents
Any other ad-hoc duties assigned.
Job Requirements:
Diploma in Accounting, LCCI Certification, or equivalent
Min 2 years of relevant experience
Knowledge of Accpac accounting system
Proficient in MS Office applications
Responsible, meticulous and having strong initiative
Good interpersonal and communication skills
Independent team player
Able to cope with tight deadlines","Experiencing Kingsmen...

	 

	Kingsmen Projects Pte Ltd is wholly-owned subsidiaries of SGX-listed Kingsmen Creatives Ltd. Kingsmen Projects offers turnkey solutions in design, project management, roll-out management, custom fixture manufacturing, general contracting, outsourcing & fulfilment, warehousing and logistics management.. 

	 

	

		Kingsmen is a leading regional communication design and production group with 19 offices and full-service facilities in Asia Pacific and the Middle East. Established in 1976 and listed on the SGX main board, Kingsmen’s business segments comprise Retail & Corporate Interiors, Exhibitions & Events, Thematic & Museums and Alternative Marketing.

	

		 

	

		The Group operates over 890,000 sqft of production facilities in 13 countries across Asia and the Middle East, offering “one-stop-shop” solutions through an efficient integration of services – giving clients the benefits of convenience and cost savings. Building on our design-led, quality and service-driven culture, Kingsmen has established a visible brand name that is synonymous with creative and innovative solutions.

	

		 

	

		With over 40 years of global experience and more than 1,800 dedicated professionals from diverse cultures, Kingsmen has the resources to maximize returns on our clients’ marketing dollar. Across a wide range of industries, Kingsmen provides holistic solutions and capabilities in research & design, project management, fabrication & installation, integrated media solutions, logistics & warehousing, and after sales service."
https://www.jobstreet.com.sg/en/job/accounts-officer-ar-6808662?fr=J&src=16&srcr=16&searchRequestToken=fe0de6b5-111f-43a7-87fe-b89a865ba06d&sectionRank=2616,Accounts Officer (AR),Warehouse Logistics Net Asia Pte Ltd,"Job Responsibilities:




	
Check and compute the billing charges

	
Generate customer’s invoices from the SAP software

	
Enter customer receipts into SAP system

	
Print statement of accounts and mail out timely

	
Call customers for payment of overdue invoices

	
Assist or lead ad hoc projects when required

	
Prepare monthly statement of accounts for customers





Job Requirements:




	
Min. GCE “N” & “O” levels

	
Possess 1-2 years related working experience (AR)

	
Knowledge in SAP is an advantage

	
Able to start asap





*FOR IMMEDIATE CONSIDERATION*

Please include below info in your WORD format resume.




	
Current and expected salary.

	
Reason for leaving current company","Warehouse Logistics Net Asia Pte Ltd is one of the market leaders in Cold Chain Logistics that provides one-stop cold room warehousing and distribution services for food industry.



Warehouse Logistics Net Asia Pte Ltd is a diversified logistics company based in Singapore since 1999. We are an industry leader in Cold Supply Chain that offers full Supply Chain Management and Cold Chain Management logistics services consisting of warehousing and distribution facilities.
 
The company operates a network of supply chain facilities, with a centralised and state-of the-art refrigerated and dry warehouse with a storage capacity of 100,000 sq. ft. The centralized warehouse accommodates to various product and warehousing requirements with optimal stacking so as to prevent any form of damages to our customers’ products. We have a digitised temperature monitoring systems to ensure all the products stored are in the proper temperature. Currently, our facility caters to a team of over 150 employees and over 70 reefer trucks of various sizes to support our domestic distribution network.
 
WLNA also aims to provide our customers a high level of commitment and impeccable service by offering a Total Cold Chain Solutions. We provide a single source of contact for all your Cold Supply Chain Logistics needs. We have upgraded our IT system to Oracle e-Business Suite and integrating it with our Warehouse Management System (WMS) and Transport Management System (TMS) to boost customer satisfaction by offering more value added services.
 
As for WLNA future outlook, we intend to continue expanding the company through growth of our existing businesses and strategically improve the supply chain by further investment into our People, Infrastructure and Information Technology.
 
WLNA is constantly looking forward to achieve best in excellence and quality of service to our customer in order to maximize the market potential. It is essential in creating working relationships that are mutually beneficial and sustainable with both our clients and principles. We trust that to grow with the culture that always emphasize on effective cost and delivery services, efficient management, storage and timely distribution, we are sure that we can work together with our customers as Strategic Partners for mutual benefits."
